stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,471,4,0,6,1,1,0,0,0,0,0,0,0,0,1,1,5,17,0,1,0,0,4,102,0,0,6,0,0,0,0,0,0,0,0,0
72hpf,401.35,1.69,0,3.38,1.41,3.95,0,0.28,0,0,0,0,0.56,0,1.13,4.79,0.56,8.46,0,0.28,0.56,0.56,42.84,18.04,0.28,0.28,9.3,0,0.28,2.82,0.28,0,0.56,0,0,0
21Day,597.9,1.11,1.11,21.09,1.85,16.28,0,3.33,0.37,0.74,4.07,0.37,3.33,6.29,1.85,7.77,4.44,24.79,0,0,3.7,0,27.38,10.36,0.37,1.11,8.51,8.88,0,2.59,1.85,5.92,0.74,0,0,3.7
3Month,30.79,0.73,0.21,2.29,1.14,0,0,0.1,0.21,1.56,2.91,1.25,0.31,0.62,0.21,1.25,1.04,8.43,3.22,0.1,0.21,0.31,0.94,0.21,0.21,0,0.21,0.21,2.81,0,0,0,0.21,0.31,0.94,0.42
22Month,17.35,1.23,0,2.32,0.14,0,0.41,0,0.14,0.68,8.34,0.68,0.14,0.55,0,0,0.27,11.75,0.41,0,0.27,0,0.14,0.27,1.23,0,0,0,6.15,0.27,0,0,0.27,0,0,0.27
