stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,24,1,0,2,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,17,0,0,0,0,3,61,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.76,0.28,0,2.82,0.56,0.85,0,0,0,0,0,0,0,0,1.69,0,0,2.25,0,21.98,0,0,3.66,0,18.6,11.27,3.66,0.28,0,5.07,0,0,5.36,0,0,0,0,0,0
21Day,3.33,0,0.37,38.48,0.37,2.22,0,1.11,0,0,0,0,0,0,18.87,1.48,2.96,4.44,6.29,6.29,0,0,15.91,0.37,21.09,5.55,1.11,0.74,0,1.85,1.85,1.11,1.85,1.11,2.59,0.37,0,0,4.81
3Month,3.02,0.73,0.52,48.99,0.21,0,0.31,0.1,1.46,2.29,0.1,0,5.51,2.39,3.22,2.5,4.78,3.95,3.95,3.54,0.73,0,25.17,1.46,1.35,0.21,17.37,0.1,0,0.42,0.83,19.24,0.52,0,0,0,0.73,70.42,27.46
22Month,1.64,0.96,0.27,19.54,0.14,0,0.41,0.27,0.96,1.64,3.42,0,11.21,0.96,2.73,1.78,0.55,0.68,5.33,2.32,0,0.41,17.76,0.27,3.96,0.27,12.71,0.55,0.14,0.14,0.27,7.24,0.82,0.14,0,0,0.14,0.14,12.98
