stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,44,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.41,0.28,1.13,0,0,0,0,0,0,0,0,0.28,2.82,0,3.1,0,0,0,24.24,8.46,0.28,0.28,1.13,0.56,0,1.41,0.56,0.28,0.28,0,0,0
21Day,1.11,0,0.37,2.96,0,1.85,0,0.74,0,0,0,0,0.74,0.37,0,1.48,0,2.22,0,0,0.37,7.77,2.59,0,0,1.11,0.37,0,0.37,0.37,1.11,0.37,0,0,0.37
3Month,0,0.1,0.1,2.29,0,0,0,0,0.42,0.21,2.39,0.21,0,0.73,0.21,0.83,0.21,0.52,0.1,0.1,0.1,0.31,0,0.31,0,0,0.1,0.42,0,0,0,0,0.1,0.42,0.31
22Month,0,0,0.41,0.55,0,0,0.14,0,0,0.41,4.37,0,0.14,0.82,0,0.14,0.14,0.41,0,0.55,0.14,0.14,0.14,0,0,0,0,0.41,0,0,0,0,0,0,0.27
