stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.28,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.56,0,1.97,0,0,0,0,9.02,7.33,0.56,0,0,0.56,0,0,0.56,0,0,0,0
21Day,0.37,0,0,1.85,0,1.48,0,0,0,0,0,0,0,0,2.22,0,0,0.74,1.11,3.7,0,0,0,0,8.51,3.33,0.37,0.37,0,1.85,0,0.37,0.74,0,0,0,0.37
3Month,0,0.31,0.1,4.99,0,0,0.21,0,0,0.42,1.25,0,3.43,0.42,0.21,2.7,0.83,1.25,0.94,1.56,0.1,0.1,0.21,0.42,0.42,0.31,0.21,0.21,0,0,0.52,12.27,0,0,0.62,0.42,0.94
22Month,0,1.5,0.27,1.91,0,0,0.27,0.55,0.14,0,3.28,0.14,9.02,0.14,0.68,2.73,0.27,0.27,1.37,1.64,0,0.41,0.27,0,0.27,0,0.41,0.27,0.14,0.27,0.27,1.78,0.41,0.14,0.14,0,1.09
