stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,46,11,0,64,5,4,0,2,0,0,0,16,0,0,1,0,9,25,109,152,0,0,0,1,84,1101,1,0,0,24,0,0,1,0,0,7,0,0,0
72hpf,33.54,7.33,0,26.49,5.36,12.4,0,3.1,0,1.13,0,0.28,0.28,0,4.51,0.28,30.44,66.23,10.99,62.29,0,11.56,0.56,3.1,210.82,169.11,1.69,1.41,0,46.79,9.86,0.56,14.09,3.1,0.56,5.64,0,0,0
21Day,74.37,4.81,1.85,129.13,2.96,34.78,0,44.03,0.37,3.7,0,0,8.14,1.85,33.3,8.51,4.44,39.22,19.24,212,0.37,0,11.47,0.37,76.22,88.06,0.74,1.85,0,73.63,20.72,2.96,13.69,4.44,8.51,5.18,0,0,6.29
3Month,0.94,3.43,3.54,62.51,0.42,0,1.98,2.29,5.41,15.5,0.31,0,219.16,17.68,4.68,33.08,4.89,18.93,24.34,24.65,6.24,0.31,4.06,6.24,1.35,0.94,1.46,1.25,0,0.52,6.66,46.91,0.42,0.1,0,0.42,5.82,4.68,15.71
22Month,0.41,7.11,4.51,24.6,0.27,0,2.05,1.91,5.47,21.32,16.53,0,653.32,6.97,10.52,41.81,0.96,8.06,30.88,41.13,1.23,17.08,3.83,0.68,0.82,0.41,3.14,4.24,1.37,1.37,1.37,17.35,0.96,0.96,0.14,0,0.41,0,3.96
