stage,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,1.13,0.56,0,0,0,0.28,0,0,0,0,0,1.13,0,0,0,0,2.54,1.41,0.28,0,0,0,0,0,0,0,0,0
21Day,0,7.4,2.22,0.74,0.37,0,0,0,0,0,0.37,0,0.74,2.59,0,1.85,0,0,5.92,2.22,0.37,0.74,0.37,0.37,0,0.74,0.37,0,0,0
3Month,0.21,4.26,0,0,0,2.08,0.31,0,1.77,0.62,0.21,0.42,0.1,4.99,0.73,1.14,0.21,0.21,0,0.21,0.94,0,0.1,0.1,0.94,0,0,0.1,0.21,0.94
22Month,0.14,1.91,0,0,0,0.41,0,0,3.69,0.14,0.14,0.14,0,0.41,0.41,0.41,0,0.14,0,0,2.19,0,0,0.14,0.68,0,0,0,0,0.14
