stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.56,0.28,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0.85,0.28,0.28,0,0,0,0.28,0,5.64,0.85,0.28,0,4.23,0,0,0,0.85,0,0.28,0,0,0
21Day,0.74,0.37,0,9.99,0,0,0,0,0,0,0,0,0,0.74,0,1.11,2.96,1.11,8.51,0,0,0.74,0,4.07,0.37,0,0,11.84,0.74,0,0,0.74,0.37,0.37,0,0,0.74
3Month,0.1,1.77,0,3.22,0.1,0,0.1,0.1,0.21,0.42,0,3.02,0.52,0,0.52,0.31,2.5,1.14,7.39,1.04,0,0,0.21,0.1,0,0.31,0.1,0,0,0.73,0.1,0,0,0,0.1,0.21,0.21
22Month,0.14,3.01,0.14,1.64,0,0.27,0.14,0,0.14,1.23,0.68,11.34,0.14,0.14,1.5,0,1.64,4.51,30.47,0.82,0.14,0.14,0.14,0.82,0.27,1.09,0,0.27,0,0.82,0.14,0.55,0,0.14,0.14,0,0.14
