stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,6.48,1.97,0,5.07,1.69,5.64,0.28,0,0,0,0,0,0.28,0,2.82,9.58,1.13,14.37,0,0.85,0.28,0,200.39,30.72,0.28,0,15.78,0.28,0,5.36,50.45,55.81,1.69,0,0,0
21Day,26.64,5.92,2.96,93.24,3.33,55.13,12.21,0.74,4.44,0.37,14.8,1.48,28.86,10.73,5.92,55.87,17.02,108.78,0.37,0,10.36,0.37,132.83,56.61,0.74,2.22,39.22,34.04,0,11.84,81.03,280.82,3.7,0.74,0,12.21
3Month,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.21,0,0.1,0,0,0,0,0.1,0,0.1,0,0,0,0,0,1.14,0,0,0.1,0,0,0.83,0.1
