stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,2,183,0,3,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.28,0,12.4,2.54,0,0,0,0,0.28,0,0,0,0,0,2.82,266.06,0,1.97,0,0,0,13.25,6.76,0,0,2.82,0,0,0.56,0,0,0,0,0
21Day,1.85,0,0,143.55,4.81,0,0.37,0,0,0,0,0.74,0,0.37,0.37,2.96,121.36,0.74,1.85,0,0.74,0,3.7,1.48,0,0.37,2.22,2.59,0.37,0.74,1.11,0.74,0,0,0
3Month,0.1,0.83,0.21,342.22,0,0.94,0.1,0.1,0.83,1.66,0,9.15,3.02,0.42,5.62,10.3,12.69,1.46,2.5,0.42,0.31,0.94,0.52,0.1,0.31,0.31,0.1,1.87,6.03,0.21,0,0,0.94,1.98,1.77
22Month,0,0.14,0.14,25.01,0,0.27,0.14,0,0.27,0.68,0.14,3.96,0,0,0.55,2.32,1.37,0.27,1.23,0.14,0,0,0.14,0,0,0,0.14,0.27,1.37,0,0,0.14,0,0,0.41
