stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0.28,0,0,0,0.28,0,0,0,3.38,0.28,0,0,0,0,0.56,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,2.96,0,1.85,0,0,0,0.37,0,0.37,0,8.88,0.37,0,1.11,23.68,1.48,0,0,0,0,2.59,0.74,0,0.37,1.11,1.48,0,0.37,0.37,0.74,0.37,0,0,42.92
3Month,0.31,0.94,0.31,6.55,0.1,0,1.66,0.1,0.42,2.5,0,8.32,7.18,3.64,3.74,0.62,2.6,45.35,3.02,0.31,0,0.31,0.73,0.83,0,0.21,0.31,0.31,1.35,2.08,0.21,0.1,0,0,1.14,1.46,236.85
22Month,0,0.14,0,0.55,0.14,0,0.14,0,0.14,1.23,0.27,7.52,0.41,0.14,0.55,0,0.14,5.06,0.55,0,0.41,0.14,0,0,0,0,0,0,0.14,0.82,0.27,0,0,0,0,0,15.03
