stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.56,0,5.07,12.4,0.85,0,0,0,0,0,0,0,0,0,0,45.66,1.97,0,0.28,0,2.54,0,0.56,7.61,8.46,1.69,0,0,1.97,0.56,0,0,0.28,0,0,0,0,0
21Day,1.85,0.37,5.55,39.96,15.17,2.59,0,1.11,0,6.66,0,0,2.96,0,0.74,11.47,1.85,30.71,10.36,2.96,0,0,9.25,0.74,8.88,1.85,4.81,0,0,1.48,1.85,0,0,0.37,0,0.37,0,0,0
3Month,0.73,2.08,22.26,218.02,6.55,0,2.81,0.62,0,218.33,7.07,0.21,589.57,11.75,0.42,338.06,9.15,17.37,34.95,10.71,1.77,1.25,179.53,18.1,3.54,0.52,25.9,1.98,0,0.62,14.77,0.1,5.72,0.94,0,0.31,1.98,5.51,6.14
22Month,0.55,1.78,23.91,123.94,2.87,0,1.09,0.14,0.14,108.64,3.28,0.96,493.44,0.96,0.27,250.62,3.01,8.47,8.88,5.06,0.27,5.47,80.62,0.68,1.09,0.14,21.32,1.91,0.82,0.14,1.37,0,0.82,1.23,0.27,0,0.27,0,1.64
