stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,6,0,25,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,9,51,0,0,0,0,6,319,0,0,0,4,0,0,0,0,1,0,0,0
72hpf,2.25,1.13,0,2.82,1.97,1.13,0,0,0,0,0,0,0,0,0,0,0,0.56,8.17,0,13.25,0,0.56,0.56,0,18.32,39.46,0.56,0,0,20.29,0,0,12.4,0,0.85,0,0,0
21Day,1.48,0.37,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0.74,0.74,0,0.74,0,4.44,0,0,0.74,0,4.81,4.07,0,0.37,0,2.59,0,0,1.85,0.74,0.37,0,0,0.37
3Month,0.62,2.5,0,15.39,0.42,0,0.31,0.21,0.1,0.31,0.62,0,0,7.28,1.66,0.31,1.46,1.04,7.39,1.66,8.74,0.62,0,1.46,0.83,0.83,0.62,1.14,0.31,0,0.83,0.83,58.25,0.83,0,0,3.22,19.04,1.14
22Month,0,1.64,0.27,4.51,0,0,0,0,0,0.27,0.55,0.96,0,4.78,0.82,0.41,0.82,0.27,0.96,1.78,3.96,0.14,0.41,0.55,0,0.55,0.27,0.55,0.27,0.14,0,0.14,5.6,0.96,0,0,0.14,0.14,0.96
