stage,Enterocyte,Epithelial_cell,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.56,0,0,1.41,0.85,0,0,0.28,0,0.56,0,0
21Day,0,0,0.74,0,0,0,0,0,0,0.37,0,0,0,0,0.37,0,0.37,0.74,0,0.74,0,0.37,0.37,0,0,0
3Month,0,1.14,0,0.1,0.1,0.1,0,0.42,0.1,0,0.42,0.1,0.1,0.1,0.1,0.1,0,0.21,0,0,0.31,0,0,0,0.83,0.1
22Month,0.14,0,0,0,0,0.14,0.27,1.09,0.14,0,0,0,0,0.27,0.14,0,0,0,0,0,0,0,0,0,0,0
