stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,1,0,0,0,2,0,0,0,0,2,1,1,0,0,0,0,1,0,22,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0.28,3.38,0.28,0.28,0,0,0.28,0,9.86,1.13,0,0,0,0.85,0,0,0.85,0.56,0,0,0,0,0
21Day,1.11,0.37,0,2.59,0.37,2.22,2.22,0,0,0.37,0,0,0,0.37,0,0,1.48,0,3.33,0,0,0.37,0,2.59,2.59,0,0,0,1.48,0,1.48,0.74,0,0.37,0.37,0,0,0.37
3Month,0,0.52,0.21,3.54,0.1,0,0.31,0.31,0.94,0.1,0,8.01,0.31,0,2.5,0.83,1.04,1.25,2.6,0.31,0,0.31,0.42,0.31,0.21,1.35,0.62,0,0.1,0.52,25.69,0,0,0,0.21,1.04,42.33,1.04
22Month,0,0.55,0.14,0.82,0,0,0.14,0.14,0.82,0.41,0,13.66,0.41,0.68,0.68,0,0,1.37,1.5,0.14,0.14,0.41,0,0.14,0,0.96,0.27,0.55,0.14,0,4.37,0.27,0.14,0,0,0.27,0,0.27
