stage,Endothelial_cell,Epithelial_cell,Erythrocyte__Liver_,Goblet_cell,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Muscle_cell,Primordial_germ_cell
3Month,0.1,4.37,0.1,0.1,0.1,0.21,0.21,0.1,0.21,0.52
22Month,0,1.64,0,0,0,0,0.14,0,0,0
