stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,1,2,46,0,0,0,0,2,35,0,0,0,11,0,0,0,0,2,0,0,0
72hpf,14.66,0.28,0,5.64,2.25,2.25,0,0,0,0,0,0,0,0,0,0.28,1.41,0.28,114.99,0,0.28,1.13,0.28,12.12,9.58,0,0,0,125.99,0,0.28,1.41,0,1.13,0,0,0
21Day,17.76,2.22,0,1.48,0,5.18,0,0.37,0,0,0,0.74,0.37,1.48,1.11,0,2.96,0,164.27,0,0,25.16,0,2.96,0.74,0,0,0,65.12,4.44,0.74,0,1.48,2.22,0,0,0.37
3Month,1.04,3.43,0.31,2.6,0,0,0.52,0,0.1,0.42,3.22,4.26,0.83,0.1,1.46,0.1,0.83,1.35,84.05,34.01,0,1.46,0.21,0.31,0.1,0.21,0.1,0,2.39,0.94,7.28,0.1,0,0.1,0.31,0.62,0.62
22Month,0.27,1.37,0.14,1.23,0,0,0.55,0,0,0,1.37,7.93,0.27,0,0.82,0,0.27,0.41,61.22,3.42,0.14,4.51,0,0.55,0.14,0,0.55,0.41,2.05,0,10.8,0.14,0,0,0.14,0,0.55
