stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,5,0,0,0,0,3,32,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.41,0.56,0,1.69,0.56,1.13,0,0.28,0,0.28,0,0,0,0,0.56,0,0.28,5.64,0.85,5.64,0,0,0,0,28.47,5.07,0.28,0.56,3.66,0,0,1.97,0.56,0,0,0,0
21Day,0.37,0.37,0,1.11,0,0.74,0,0,0,0,0,0,0,0,0.74,0.37,0,0.37,0.74,2.59,0,0,0.74,0,3.7,0.37,0,0.74,0,0,0,0.74,1.11,0.37,0,0,1.48
3Month,0.21,0.94,0.1,9.26,0,0,0.21,0.1,1.46,3.33,0,0,7.18,3.22,0.52,3.64,0.83,3.95,2.81,3.54,0.62,0,1.04,0.31,1.14,0.31,0.73,0.52,0,0.31,1.56,0.1,0.1,0,1.46,16.75,2.81
22Month,0,0.82,0.41,2.32,0,0,0.27,0,0.68,4.24,0.55,0,7.52,1.64,0.41,1.78,0,0.68,1.37,1.64,0.14,0.41,0.55,0.14,0.82,0.14,0.82,0.41,0.14,0.14,0.27,0.55,0.27,0,0,0.14,1.64
