stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14,0,0,0,0,11,3,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,1.41,0,0.28,0,0,0.28,0,1.97,0.56,0.56,2.25,0,1.41,0.28,0.28,0,0,0,0,0,0
21Day,0,0,0,3.33,0,2.22,0,0,0,0.74,0,0,0.37,0,0.37,0.37,0.37,1.48,0,5.55,0,0,0,0,4.81,0.74,0,56.98,0,1.48,0.74,0.37,0.37,0,0.37,0,0,0
3Month,0.42,1.77,0.94,16.12,0.21,0,0.42,0.62,3.33,6.24,0,0,16.02,9.05,0.21,18.2,0.94,5.2,5.41,6.45,1.46,0.21,1.98,1.04,0.94,0.31,1.14,111.82,0,0.21,1.66,9.67,0.42,0,0,3.22,19.14,4.68
22Month,0.55,3.01,1.37,7.93,0.14,0,1.78,0.27,2.05,10.93,1.23,0,56.85,5.06,1.78,8.34,0.41,1.78,7.24,10.39,0.55,3.14,3.01,0.27,0.82,0.27,0.96,276.72,0.41,0.27,0.68,3.69,1.23,0.68,0.27,0.14,0,3.69
