stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,12,1,0,0,0,0,0,0,1,0,0,0,0,17,1,0,6,0,0,0,1,1,70,1,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,5.64,4.23,1.41,0,0,0,0,0,0,0,0,0,0,1.69,5.36,1.41,3.38,0,0.56,0.28,0,12.4,10.43,1.69,0,1.69,0.56,0.85,2.25,0,0.28,0,0,0
21Day,1.48,0.37,0,10.36,3.7,0.74,0,0.37,0,0,0,0,0.37,0,0.74,0.74,1.48,2.59,1.11,6.29,0,0,0.74,0,2.96,4.81,0.74,0.37,6.29,1.48,0,0.37,0,0.37,0,0,0
3Month,0,0.31,0.73,13,0.83,0,0.21,0.1,1.56,1.46,0.1,0,5.62,1.56,0,6.24,3.64,1.56,1.25,1.56,0.52,0,0.52,0.94,3.22,0.42,2.18,0.31,0.1,0.62,19.87,0,0,0.21,0.52,130.85,0.73
22Month,0,0,0,8.61,0,0,0.14,0,1.78,1.91,0.55,0,26.37,0.14,0.96,4.65,1.23,0.14,1.78,1.09,0,0.96,0.27,0,1.5,0.55,1.5,0.14,0,0.14,6.7,0,0.55,0,0,0.96,0.27
