stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,1,1,18,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.85,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,1.41,0,0,0,0,1.97,6.48,0.28,0,0.56,0,0,6.48,0,0.56,0,0,0
21Day,0.37,0.37,0.74,0.37,1.85,0.37,0,0,0,0,0,0,0,0.74,0,0.37,0.74,0,7.4,0,0,0.37,0,2.22,4.81,0,0,0.74,1.11,2.59,2.59,0,0,0,0.37,0
3Month,0.21,0.52,0.62,15.71,0.83,0,0.21,0,0.83,2.5,0.1,12.38,2.18,0.42,6.24,3.22,1.77,1.35,2.29,0.52,0.21,0.62,1.25,1.14,0.31,0.94,0.62,0.21,2.39,175.48,0.42,0.1,0.52,0.94,356.26,1.66
22Month,0,0.14,0.14,3.14,0,0,0,0.14,0.14,0.14,0.14,5.47,0,0.14,1.78,0,0.14,0.14,0.82,0,0.41,0.55,0.27,0.27,0.14,0,0,0,0,26.78,0.14,0,0,0.14,1.64,0
