stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,6,2,0,258,2,0,0,0,0,0,0,0,3,0,0,0,0,5,4,2,105,0,0,0,0,6,328,0,0,0,31,0,0,0,0,0,0,0,0
72hpf,6.48,0.28,0,31.85,4.23,3.95,0,0,0,0,0,0,0,0,0,0,0,1.69,9.02,0.56,92.16,0,0.28,0.56,0,72.72,158.68,1.69,0.56,0,111.61,0,0.28,84.84,6.2,0.85,2.25,0,0
21Day,11.47,0,0,15.54,2.59,8.51,0,0.74,0,0.37,0.37,0,0,1.11,0,1.11,0.37,1.11,4.44,1.48,196.46,0,0,4.81,0,31.45,55.13,0.37,0.37,0,20.35,6.29,0.37,41.44,9.25,2.96,2.59,0,1.11
3Month,0.21,1.87,0,2.7,0,0,0.21,0,0.31,0.21,1.04,0,0,3.43,0.83,0,0.83,0.31,1.87,1.04,13.21,2.5,0.1,0.94,1.04,0.1,1.77,0.52,0,0,0.1,0.42,4.58,0.42,0,0,0.62,0.83,0.1
22Month,0.14,2.19,0.55,0.68,0.14,0,0.55,0,0,0.14,1.37,0.55,0,9.98,0.27,0.14,1.78,0,1.37,0.82,26.51,0.68,0.27,0.41,0,0.27,0.55,1.09,0,0.41,0,0,6.29,0.14,0.27,0,0.27,0,0.27
