stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,4,7,0,0,0,0,1,90,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,1.69,0.56,0,1.69,0.56,0.56,0,0.56,0,0,0,0,0,0.28,0,2.54,2.25,0,7.61,0,0.56,0,0,34.67,26.21,0,0.56,0,2.82,0.85,0.28,1.69,0.28,0.28,0.28,0,0,0
21Day,2.22,0,0.37,8.51,0,1.85,0,0.37,0,0,0,0,0,2.22,0.37,0,0,0.37,3.33,0,0,0,0,7.4,8.88,0,0,0,2.22,1.48,0,1.11,0,0.74,0.37,0,0,0
3Month,0,0.1,0.21,5.72,0.1,0,0,0.52,0.62,0.42,0,4.68,0.42,0.1,4.06,0.21,1.56,1.14,1.35,0.1,0,0.42,0.42,0.21,0.1,0.21,0.21,0,0.1,0,4.78,0.1,0,0,0,0.62,0.73,1.04
22Month,0,0.27,0.27,2.19,0,0,0.41,0,0.14,1.37,2.05,24.87,0.82,0.82,6.01,0.27,0.27,0.55,1.37,0,0.55,0.68,0,0,0.27,0,0,0.14,0,0,1.09,0,0.14,0,0,0.14,0,0
