stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,4,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,1,29,13,0,0,0,0,16,26,1,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,4.51,0,0.85,0,3.95,0,1.41,0,0,3.38,0,0,0,3.1,0,0.56,6.76,11.84,28.18,0,0.28,0,0,107.95,26.49,0.56,0.85,0,26.49,0,0,0.28,1.97,0.56,0,0.85,0,0,0
21Day,18.13,19.61,0.37,62.9,2.22,29.97,0,30.34,0,0,18.13,0,4.81,8.88,67.71,2.59,2.22,30.71,54.76,178.7,0.37,0,27.38,0.37,119.88,24.05,2.96,8.51,0,48.1,13.69,0,1.85,7.4,2.22,2.96,3.7,0,0.37,44.03
3Month,1.04,43.79,1.46,81.86,0.62,0,2.18,6.45,0.94,8.63,173.6,0.83,65.74,191.18,12.17,21.43,6.45,37.97,104.12,91.01,33.6,0.1,23.92,7.28,7.7,1.77,13.94,7.8,0,6.55,4.78,1.04,44.42,3.74,0.1,0.1,1.25,48.06,9.36,80.09
22Month,1.23,84.04,3.42,79.94,0.82,0,7.11,7.38,0.55,16.81,421.84,21.59,405.17,102.9,31.43,72.83,3.14,17.9,192.13,87.46,2.05,11.21,26.78,0.55,8.61,2.6,16.67,10.8,1.64,4.65,1.23,0.14,18.45,15.03,1.78,0,0.82,11.21,0,57.67
