stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.1,0.28,0,1.41,1.13,1.13,0,0,0.28,0,0,0,0,0,0.56,5.36,0,11.84,0,0,0,0,244.36,7.05,0,4.79,10.99,0,0,2.54,0,0.28,0.28,0,0,0
21Day,0.74,0.74,0.37,1.85,0.74,1.48,0,0,0,0,0.37,0,0.37,1.11,0,2.22,0.74,11.1,0,0,0.37,0,63.64,1.85,0,2.59,2.22,2.22,0,2.59,0,0.74,0,0,0,0.37
3Month,0,0.83,0.62,2.39,0.1,0,0.21,1.46,0.42,0.52,1.77,0.73,0.1,11.34,0.73,2.6,0.94,7.28,2.5,0,0.31,0.1,2.08,0,0.21,0.62,0,0.52,8.95,6.03,0,0,0,0.1,0.62,0.31
22Month,0.14,0.27,0.41,1.23,0,0,0,1.23,0.27,0.41,2.19,0.14,0,2.32,0.68,0.55,0.41,7.93,1.23,0.14,0.27,0,2.6,0.27,0.82,0.27,0,0,5.47,12.98,0.41,0,0,0,0,0.27
