stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0.28,0.56,0,0,0,0,0,0,0,0,0,7.61,0.28,0,0,0,0,0,0.28,1.69,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0,0.37,0,0,0,0,0,0,0,0,0,5.55,0,0,0.37,0,0,0,0,0.37,0,0,0,0,0,0.37,0,0,0,0,0
3Month,0.21,0.73,9.57,0.1,0.31,0.1,0.73,1.56,0.1,6.97,2.39,0.1,3.02,139.17,1.98,1.77,2.5,0.73,0,0.83,0.42,0.52,0,0.31,0.42,0,0.21,0.73,2.29,0.42,1.04,3.85,1.77
22Month,0.14,0.14,1.09,0,0.14,0,0,0.27,0.14,6.83,0.14,0,0,14.89,0,0,0.55,0.14,0.14,0,0,0,0,0.27,0,0.96,0,0.55,2.87,0,0,0.14,0.27
