stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,15.22,0.28,0,0,0,0,0,3.66,2.82,1.41,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0.37,0.37,4.44,5.92,4.07,0,0.74,0.37,0,0,0.74,0,0.74,88.8,0.37,2.59,0.37,2.59,0,0,0.74,4.44,2.96,0.74,0.74,0.37,0.37,2.59,0,0.37,0.37,0.74,0,0,1.85
3Month,0,0.73,0.52,2.29,0,0.31,0.1,5.2,0.52,0,3.74,0.83,0.1,120.35,0.1,0.62,0.21,0.73,0.62,0,0.21,1.77,0.1,0,0.21,0,0,1.04,1.14,0,0,0,0.31,0.62,0.73
22Month,0,0,0.27,0.27,0,0,0,1.5,0.14,0.41,4.37,0.27,0,37.17,0,0.41,0.41,0.27,0,0.14,0.14,0.14,0,0,0.27,0.14,0,0.14,0.14,0,0.14,0,0.14,0,0.14
