stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,17,1,0,1,0,0,0,0,0,0,0,0,0
72hpf,1.41,0,0,2.25,0.56,0.85,0,0,0,0,0,0,0,0,0.28,0,6.2,0.28,2.54,0,0,0,16.35,7.89,0,0.28,7.05,0.28,0,1.69,9.02,10.99,0.56,0,0,0
21Day,1.85,0,0,14.8,0,2.22,0,0.74,0,0.37,0,0.37,0,1.85,0,0.74,9.62,3.33,11.47,0,0,1.11,9.99,4.07,0,0.37,5.18,1.11,0.37,1.11,9.25,42.92,0.37,0,0,4.81
3Month,0,0.42,0,10.61,0.1,0,0.21,0.1,2.08,1.14,0,22.26,1.46,0.52,4.06,0.52,3.02,1.25,1.56,0.42,0.52,0,0.31,0.31,0.62,0.21,0.31,0.52,11.96,0.21,0.1,0.1,1.56,0.31,1.66,2.18
22Month,0,2.87,0.27,3.42,0,0,0.14,0.27,2.32,2.32,1.37,80.9,0.82,0.41,7.38,0.41,0.27,2.6,4.24,0.14,5.47,0.41,0.82,0.14,0.68,0.14,0.41,0.41,2.19,0.41,0.27,0,0.96,0.27,0,0.41
