stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0,0.28,0,0,0,0,0.28,0,0,0,0,0,1.13,6.2,0,0.28,0,0,0.28,0,2.25,3.1,0,0,0,0.56,0,0,0,0.56,0,0,0,0,0
21Day,0.74,0,0.74,6.66,0,2.22,0,0.74,0,0,0,0,1.11,0.74,1.85,0.74,1.85,7.03,1.48,2.59,0,0,0.74,0,1.11,0.37,0,0.37,0,1.11,0.74,0,0,0.74,0,0.74,0,0,0.74
3Month,0.31,4.47,9.47,161.12,0.31,0,1.98,0.31,0.1,94.03,14.56,0,167.88,34.53,1.87,150.3,16.75,38.38,19.97,9.57,2.5,0.42,32.77,10.19,2.7,0.21,11.03,1.46,0,0.73,5.82,0.31,7.7,1.46,0,0.31,4.99,4.68,26.84
22Month,0.14,11.07,6.15,52.34,0.41,0,1.5,0.55,0.14,29.52,31.43,15.3,231.89,14.48,5.06,147.72,2.05,6.56,15.03,9.29,0,4.92,8.2,0.96,2.46,0.14,4.65,1.09,0.96,0.27,0.41,0,3.69,3.55,0.14,0.27,0.55,0,10.11
