stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,2,9,25,6,0,0,0,0,8,79,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,1.69,1.97,0,3.95,0,0.85,0,0,0,0,0,0,0.28,0,0,0,4.51,10.43,1.41,10.15,0,2.25,0,0,12.68,28.47,0.28,0,0,4.79,0,0,0.56,1.69,0,0,0.56,0,0,0
21Day,2.96,0.74,0,14.43,0.37,8.14,0,4.81,0,0,3.33,0,0.37,0.37,7.03,1.85,0.37,3.7,4.07,24.79,0,0,0.74,0.37,4.81,12.58,0.37,0,0,6.29,0.74,0,1.11,1.48,0.74,0.37,1.11,0,0,2.59
3Month,0.52,2.5,1.46,52.53,0.21,0,0.42,2.08,0.1,3.74,31.31,0.1,77.08,10.92,3.54,19.24,2.29,13.83,22.16,16.64,8.84,0.31,2.18,2.29,1.98,0.62,1.77,0.31,0,1.04,2.5,0.1,98.09,0.42,0.1,0,0.42,3.12,24.76,14.77
22Month,0.41,2.19,1.78,11.62,0,0,0.55,1.91,0,1.5,22.14,60.95,71.19,4.37,8.2,20.36,1.09,2.73,19.13,15.17,1.09,2.05,0.96,0.14,0.41,0.14,1.5,1.5,1.37,0.41,0.27,0,20.91,1.23,0,0,0.14,1.5,0.14,4.51
