stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,17,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.41,0.56,0,4.51,1.41,0.56,0,0,0,0.28,0,0,0,0,0,0.56,6.48,0.56,6.48,0.56,0.28,0,14.37,13.25,0.85,0.28,6.76,0.28,0,0.85,0,0,0,0,0
21Day,1.85,0.37,0.37,30.34,0,7.03,0,2.59,0,2.22,0,0.74,0,5.92,0,2.22,10.36,5.92,9.99,0,2.22,0,9.62,7.4,0.37,0.37,5.18,1.11,1.11,0.37,0,1.48,0,0,3.7
3Month,0,0,0.1,1.46,0,0,0,0,0.1,1.14,0,0.31,0.21,0.21,0.42,0.1,0.52,0.62,0.1,0,0,0,0,0,0,0.1,0,0,6.03,0.1,0,0,0,3.95,0.52
22Month,0,0.41,0,2.6,0,0,0.14,0.41,0,5.88,0.96,4.37,2.6,1.23,0.96,0,0.14,3.42,0.82,0.41,0.41,0.14,0.27,0,0.55,0.55,0,0.14,2.05,0,0.14,0,0.27,0,1.23
