stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,5.92,0.85,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,1.97,0,1.41,0.85,0,0,0,18.32,0,0,0,0.28,0,0.56,0,0,0
21Day,0.37,0,0,2.22,1.11,0.74,0,0,0,0,0,0,0.37,0,0.37,0.74,0.37,14.8,0,8.51,0,0.74,0.74,0,0,0,7.77,1.48,0,0,0,0.37,0,0,0,0.37
3Month,0,0.21,0.1,2.7,0.73,0,0.1,0.21,1.14,0.1,2.39,0.31,0.42,0.94,1.56,0.94,1.56,13.21,14.67,0.52,0.62,0.62,0.1,0.21,0.1,0,0.31,0,6.14,0,0,0,0.21,0.21,2.18,0.31
22Month,0,0.27,0,0.55,0.27,0,0.14,0.41,0.41,0,4.51,0,0,0.27,0.27,0.41,0.41,5.6,0.55,0.14,0,0.27,0,0,0,0.14,0,0,0.82,0.14,0,0,0,0.14,0,0.41
