stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,11,0,0,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,2.82,0.85,0.28,0,0.28,0,0,0,0,0,0,0,0.28,2.54,9.86,1.13,1.41,0,0.28,0,0.85,3.1,1.69,0,0,2.25,0.28,0,0.28,0,0,0,0,0
21Day,0.74,1.11,0,29.6,0.74,0.37,0,0.74,0,0,0,0,0.37,0,1.11,2.59,1.11,7.4,1.48,5.92,0,0,0.37,0.74,2.96,0.37,0,0,2.59,1.85,0.37,0.74,0,0.37,0,0,0.37
3Month,0.31,0.94,0.73,47.54,0,0,0.42,0.1,0.1,1.98,0.94,0.21,32.25,1.46,0.1,14.04,3.54,11.86,1.87,4.89,0.83,0.42,1.25,25.48,0.21,0,0.52,0.31,0.21,1.35,13.83,0,0,0.21,2.39,2.39,1.04
22Month,0,0.96,1.64,23.64,0.55,0,0.27,0,0,2.32,1.5,13.53,122.98,0.55,0,25.14,1.64,3.42,3.14,3.83,0,5.33,1.09,1.23,1.09,0,0.82,0.27,0.41,0.41,5.19,0.41,1.23,0,0.41,0,0.41
