stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,13,12,0,24,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,209,0,0,0,1,3,76,0,0,68,0,0,0,0,0,0,0,0,0
72hpf,16.35,2.25,0,48.76,14.37,5.92,0,0.56,0,0,0.56,0,0,0,2.25,0,0.56,95.83,0,268.6,0,0,3.66,4.23,32.69,21.7,0,0.28,352.03,0,0,3.1,0,0.56,5.64,0,0,0
21Day,9.25,0.74,0.37,13.69,3.33,11.1,0,1.85,0,0,0,0,1.48,0.37,2.22,2.22,1.11,21.83,1.48,298.58,1.11,0.37,13.69,2.22,15.91,11.47,0,0.74,247.15,11.1,0.37,0.37,0.37,2.22,2.96,0,0,2.59
3Month,0.31,0.42,0.21,12.38,0.21,0,0.1,0.21,1.98,0.62,2.91,0.21,2.91,1.35,0.94,2.39,0.42,16.23,1.87,137.82,32.87,0,1.66,2.18,0.21,0.73,0.42,0.1,0.83,0.94,2.91,0.21,0,0,0.94,0.94,0.52,1.14
22Month,0,0.14,0.14,1.5,0,0,0,0,0.41,0.14,0.82,0,5.88,0.14,0.14,0.96,0.14,0.68,0.55,43.18,2.6,0.14,0.41,0.14,0,0.14,0.27,0,0,0,1.91,0.27,0,0,0,0.14,0,0.27
