stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,14,2,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.56,0,0,0,0,0,0,0,0,0,0,1.69,2.82,0.56,0.28,0,0,0,0,2.25,0.85,0.28,0.28,0,0.56,0,0,0,0,0,0,0,0,0
21Day,0.37,0,0,5.18,0,0,1.11,0,1.11,0,0.37,0.74,5.55,0.74,0.37,1.85,7.4,1.48,0,0,0,0.37,2.22,0.74,0.37,0,0,1.48,0.37,0,0,0,0,0.74,0,0,5.92
3Month,0.1,0.94,0.42,28.08,0.1,0.62,0.52,4.99,13.73,0,17.58,14.87,3.22,8.63,2.81,4.26,13.63,3.12,0.31,0.1,4.99,2.29,1.14,0.21,0.94,0.31,0,0.21,1.04,0.21,18.31,0.1,0.1,0,3.12,6.35,28.81
22Month,0,1.5,0.55,10.39,0,0.68,0.27,2.05,24.73,1.91,22.14,9.43,6.7,6.56,0.55,0.96,20.22,5.74,0,0.68,1.91,0,0.68,0.27,1.23,0.55,0.14,0.14,0.68,0,2.6,0.27,0.14,0,0.27,0,11.62
