stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,6,10,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.85,0.56,0,0.56,0.56,0,0,0,0,0,0,0.28,0,0.56,1.41,1.97,1.69,0,0,0.28,0,71.03,7.61,0,0,0,2.54,0,0.28,0.28,0,0,0,0,0,0
21Day,0.74,0,0,5.55,1.48,0,0.37,0.37,0,0,0,2.22,0,0.37,2.22,6.66,3.7,0,0,1.11,0.37,59.94,2.59,0,3.33,0,1.85,1.85,2.59,1.11,1.11,1.11,0.37,0,0,0.74
3Month,0,0.62,0.31,7.18,0,0,2.18,1.14,0,5.41,1.04,0.21,6.03,0.1,1.35,4.47,2.08,0.62,0.1,0.73,2.18,2.39,0.1,0.42,0.94,0,0,0.52,5.41,0.1,0,0,0,0.31,1.14,2.08
22Month,0,1.5,0.41,5.6,0,0.14,1.91,3.96,92.78,15.03,1.09,0.68,12.3,0.14,1.09,8.75,3.01,0.14,0.41,0.27,0.55,2.73,0.14,1.37,6.29,0.27,0.14,0.27,6.83,0.27,0,0,0,0.27,0,1.91
