stage,Epithelial.cell,Neural.progenitor.cell,Osteoblast,Spermatocyte
24hpf,0,1,0,0
72hpf,0.281848056003223,0.563696112006446,0.563696112006446,0
21Day,0,0.739973720528564,0,0
3Month,0,0,0,0.208034013289345
