stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,140,0,0,0,0,27,194,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,7.89,0.56,4.79,3.38,3.95,0,0,0,0.28,0,0,0,0,0.56,0,1.97,13.81,0.85,172.77,0,0.56,0.56,0.28,299.89,83.15,0,1.41,36.92,0.28,0.28,7.05,0,0,1.41,0,0,0
21Day,3.7,0,6.66,1.11,5.92,0,0.74,0.37,0,0,0,1.11,0,1.48,1.11,1.11,2.22,1.11,102.12,0,0,1.85,0,115.07,47.36,0,0.37,6.66,8.51,0.37,5.18,0.37,2.59,1.48,1.85,0,0.37
3Month,0,0,0.83,0.21,0,0,0,0.1,0.73,0,0,0.83,0.1,0,0.31,0.1,0.1,0.21,9.15,5.82,0,0,0,0.42,0.21,0,0,1.77,0.31,3.64,0,0,0,0,7.59,4.16,0.21
22Month,0,0,0.14,0.14,0,0.14,0,0.14,0.27,0.14,0,1.91,0,0,0.14,0,0,0.14,3.55,1.64,0.14,0.14,0,0.14,0,0.14,0.14,4.24,0,3.14,0.27,0,0,0,0.55,0,0
