stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,5,0,21,1,2,0,0,0,0,0,0,0,0,2,9,16,74,0,0,0,1,19,574,0,0,0,16,0,0,0,0,0,1,0,0,0
72hpf,5.64,3.1,0,8.74,2.54,2.82,0,0,0,0,0.28,0,0.85,0,5.07,13.53,1.69,26.78,0,0.85,0.56,0,98.93,92.45,0,0.85,0,15.5,0.28,0,6.48,0.28,0.28,0.56,0,0,0
21Day,17.02,2.59,1.48,38.85,0.74,28.49,17.76,0.37,2.59,0,1.11,1.11,16.28,1.85,1.85,7.77,11.1,87.69,0.37,0,6.66,1.48,74.37,59.2,2.59,2.22,0,29.97,8.14,2.96,7.03,0.37,4.81,1.48,0.37,0,9.25
3Month,0,0.73,0.62,9.67,0.1,0,0.21,0.94,2.39,0,8.95,1.56,1.35,4.26,0.62,3.02,3.74,3.54,0.73,0,0.83,0.83,0.83,0.42,0.31,0.21,0,0.21,0.62,28.6,0,0,0,0.1,2.18,4.89,4.47
22Month,0.55,0.82,0.41,2.19,0,0,0.14,0.27,4.78,0.96,19.68,1.78,1.37,2.32,0,0.41,1.91,1.78,0.14,0.55,0.55,0,0.55,0.14,0.68,0.82,0.14,0.14,0.27,3.42,0.41,0.14,0,0,0.27,0,2.46
