stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,419,3,0,0,0,0,2,8,0,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,0.85,0,0.28,0,0,0,3.1,0,0,0,0,0,0,0,0.56,48.76,0.85,0,0,0,0,2.82,0.85,0,0,0,0.28,0,0,0,0.28,0,0.28,0,0,0
21Day,0.74,0.74,0,1.11,0,0,0,0.37,0,1.48,0,0,0,0.74,5.18,0,0,1.85,83.25,2.59,0,0,0.37,0,1.85,0.74,0,0,0,0.74,0.74,0,0.37,0,0,0,0,0,0.74
3Month,0.94,2.39,0.42,10.51,0.21,0,1.46,0,1.66,335.25,0,0,18.31,11.13,1.77,7.49,1.14,6.35,487.11,13.63,2.18,0.1,2.18,1.56,0.52,0.1,1.25,1.04,0,0.52,6.24,0.1,4.99,0.42,0,0,1.98,3.74,4.47
22Month,0.82,3.14,0.82,5.88,0,0,7.11,0.27,1.5,757.72,1.78,0,38.26,17.08,3.55,4.37,0.41,1.91,399.02,26.51,0,2.32,1.64,0.14,1.09,0.14,0.82,1.78,0.14,0.27,1.23,0,1.09,1.78,0.41,0,0.27,0.14,3.96
