stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,2.82,0,0,0,0,0.56,1.13,0,0,0,1.13,0,0,0,0,0,0,0,0,0
21Day,0,1.11,0,0.74,0,1.85,0,2.22,0,0,0,0,0,0.74,0,0,0.74,1.11,4.07,0,0,0.37,0,1.48,1.48,0,0,0,0.74,0.37,0,0,0,0,0,0,0,0.37
3Month,0.1,6.66,0.62,8.95,0.1,0,0.31,0.62,1.87,3.85,0,17.68,5.3,0.62,7.39,1.35,3.02,2.5,9.57,2.08,0,3.74,1.66,1.25,0.1,2.29,0.1,0,0.62,0.52,0.1,5.3,0.21,0,0.21,6.55,1.56,6.55
22Month,0,16.12,0.14,4.65,0.27,0,0.41,0.14,1.23,3.83,2.32,57.12,2.05,1.09,13.8,0.27,1.23,2.6,7.93,0.27,0.68,1.64,0,0.55,0.41,1.91,0.55,0.14,0.27,0.14,0,2.05,2.6,0.14,0.27,0.82,0,1.91
