stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,0,0,0,2,53,0,0,2,0,0,0,0,1,0,0,0
72hpf,0.56,0.85,0,1.41,0.28,1.13,0,0,0,0,0,0,0,0,0,0,1.13,3.38,0.56,1.97,0,0,0,0,4.23,2.82,0,0.28,2.54,0,0,0.56,0,0.28,0,0,0
21Day,0.37,0.37,0,7.77,0,0.74,0,0.37,0,0,0.37,0,0.37,0.37,1.11,0.74,0.74,4.81,1.11,5.18,0,0,0.74,0,3.33,1.11,0,0,1.48,0,0,0,0.74,0,0,0,0.74
3Month,0.21,2.29,0.42,19.56,0,0,0.21,0.31,0.1,4.37,10.61,0,38.38,4.47,0.42,9.05,1.56,11.65,6.24,4.16,0.42,0,1.98,2.18,0.31,0.21,1.04,0.1,0.31,0.52,6.66,0,0,0.1,2.18,1.14,3.64
22Month,0.14,1.23,0.14,3.83,0.14,0,0.55,0,0,1.5,10.93,0.68,23.64,1.78,0.55,4.1,0.14,1.23,5.74,1.78,0,0.55,0.27,0,0.41,0,0.68,0,0,0.14,0.68,0.27,0,0,0.14,0.14,0.96
