stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,27.9,4.23,0,6.48,3.1,0,0,0,0,0,0,0.28,0,0,0,0.85,8.46,0.85,28.47,0,0.28,0.56,0,461.1,20.57,2.82,1.97,0,19.45,0.28,0.28,3.38,0.28,1.13,2.25,0,0,0
21Day,30.34,1.11,1.11,27.01,11.47,0,0.37,0,0,0.74,0,0.74,0,1.48,2.59,1.11,8.51,1.85,32.93,0,0.37,6.66,0,346.68,10.73,3.7,9.25,0,17.39,8.14,0.37,9.25,6.29,7.77,2.22,0.37,0,1.85
3Month,1.25,16.85,0.31,38.49,0,0.1,0.1,1.14,0.52,1.66,0,4.99,2.08,0.31,1.98,1.25,14.67,1.46,18.72,1.56,0.21,1.14,0.31,17.16,0.73,7.07,9.67,0,0.31,0.62,3.22,32.66,0.1,0,4.26,4.89,2.08,1.46
22Month,0.55,9.98,0.41,23.37,0,0.55,0,0,0.41,5.19,71.47,10.25,1.78,0.68,1.37,0.27,3.42,1.64,5.6,0.14,0,1.09,0.14,15.03,0.96,8.61,26.24,0.27,0,0.14,3.01,101.94,2.46,0,2.32,3.28,0,0.68
