stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,97,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,5,58,0,0,0,0,0,0,0,0,0,0,0
72hpf,52.14,0.28,0,1.69,1.13,17.47,0,0,0,0,0,0.28,0,1.13,13.53,0,4.51,0,0,1.41,0,224.63,20.57,1.13,5.92,0,0.28,4.79,0.85,0.85,0.28,0,0,0
21Day,52.54,0.37,0.37,6.29,0,4.44,0,0,0.74,0.37,0,1.48,0.74,0.37,1.11,0.37,5.18,0,0,3.7,0,42.92,7.03,0.74,2.22,2.59,0.37,0,0.74,0.37,0.37,0,0,0.74
3Month,1.35,0.21,0,3.95,0,0,0.1,0.1,0.73,3.12,0.83,0.42,0.62,0.31,0.83,0.73,1.25,0.1,0,1.87,0.1,0.94,0,0.52,0,0.62,7.39,0.1,0,0,0.1,0.21,2.5,0.31
22Month,0.68,0.27,0.14,2.19,0,0,0,0,0.68,15.17,0.55,0,1.09,0,0.27,1.09,1.23,0,0.41,0.68,0,1.09,0,0.55,0,0.27,3.55,0,0.41,0,0,0,0,0.41
