stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,2,16,0,0,0,2,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,1.97,0.56,0.28,0,0.28,0,0,0,0,0,0,0,1.13,5.92,0,7.89,0,0.28,0.28,0.28,14.09,12.68,0,0.28,0,3.66,0,0,1.13,0.28,0.28,0,0,0
21Day,0.37,0,0,3.33,0,0.37,0,0,0,0,0,0,0,0,0,0,1.85,0.37,1.48,0,0,0,0,3.33,2.59,0,0,0,2.22,1.11,0,1.11,0.37,0,0,0,0
3Month,0,0.62,0.31,3.02,0,0,0,0,0.62,0.1,0.1,4.68,0.83,0.1,1.25,0.1,1.25,0.42,1.56,0.21,0,0.31,0.1,0.1,0,0,0.1,0,0.1,0.1,1.98,0,0,0.1,0.31,0.31,0.31
22Month,0,0.68,0.27,2.19,0,0,0.14,0,0.14,0.82,1.23,10.39,0.14,0.14,0.96,0,0.41,0.96,0.96,0.14,0.14,0.55,0,0,0,0.27,0,0.14,0,0,0.27,0,0,0.14,0,0,0.41
