stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,59,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.28,0,3.1,0.28,1.13,0,0,0.28,0,0.28,0,0.28,0,1.13,1.69,0.28,3.1,0,2.25,0,0,289.74,20.57,0.56,3.1,0,3.66,0.28,0,4.79,0,0,0.28,0,0,0
21Day,1.48,0,0,2.22,0,1.11,0,0,0.37,0,0.74,0,0.74,0.37,0,1.85,0,1.85,0,0,0,0,68.08,4.81,0.74,5.18,0,0.37,1.48,0.37,0.74,0,0.37,0.74,0,0,1.48
3Month,0,0,0.1,2.08,0.1,0,0,0.21,0.1,0.1,21.53,0.83,0.1,0.73,0,0.52,0.21,0.62,0.1,0,0.1,0.21,1.56,0,0.21,3.43,0,0,0.31,3.22,0,0,0,0,0.1,0.31,0.62
22Month,0,0,0.41,1.23,0,0,0.14,0.41,1.09,0,44.41,0.68,0.41,0.96,0,0.27,0.55,0.96,0,0.27,0.14,0,0.41,0,0.14,1.23,0.27,0,0,0.41,0.14,0.14,0,0,0,0,0.27
