stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.56,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,1.13,1.69,0,0,0,0,0,0,1.97,0.56,0,0,0,0
21Day,0.37,0,0.37,0.37,0,1.11,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0,1.11,0,0,0,0,0.37,0.74,0.37,0,0,1.85,0,0,5.92,1.11,0,0,0,0
3Month,0.21,0.31,0.31,23.3,0.1,0,0.42,0.1,0.21,1.98,1.98,0,8.43,3.43,0.1,8.11,0.73,1.46,2.18,2.81,0.31,0,0.42,0.83,0.42,0,0.42,0.52,0,0.42,2.39,0.1,299.46,0.31,0.1,2.5,71.67,1.46
22Month,0,0,0.41,4.1,0,0,0.14,0.14,0,0,0.55,11.89,4.65,0.14,0,1.64,0,0,0.55,0.55,0,0.14,0,0,0,0,0.14,0.27,4.65,0,0,0,44.27,0,0,0,0.14,0.27
