stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,12,118,0,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,9.58,12.12,0,22.83,1.41,1.97,0,0.28,0,0,0,0,0.28,0,0.28,0,3.95,24.24,0.56,24.8,0,1.13,0.56,0.28,68.77,54.4,0.28,0.85,0,22.55,0.28,0.28,8.74,0.28,0,1.97,0,0,0.28
21Day,17.02,6.29,0.37,30.34,0,1.11,0,2.59,0,0.74,0.37,0,1.85,0,3.33,3.33,1.85,16.28,1.48,38.11,0,0.37,6.29,0,25.53,22.94,0.37,0.74,0,18.5,4.44,1.85,4.07,1.11,1.48,0.74,0.37,0,1.85
3Month,0.62,14.25,0.83,31,0.1,0,0.62,0.21,0,7.7,2.18,0.21,40.25,0.94,2.18,20.91,1.77,29.75,1.46,14.87,2.29,0.1,2.91,2.39,0.83,0.31,2.18,1.14,0,0.62,1.46,17.47,0.73,0,0,0.62,3.02,1.66,1.56
22Month,0.27,20.36,1.78,15.03,0.14,0,0.27,0.41,0.41,2.46,2.73,6.83,57.26,0.82,5.06,20.63,0.55,7.38,2.19,14.62,0.14,3.42,2.19,0.14,1.37,0.27,1.91,0.96,0.82,0.14,0.27,4.1,1.5,0.55,0,0,0.14,0,0.82
