stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.69,0.85,0.56,0,0,0,0,0,0,0,0,0,0,0.85,6.2,0,1.13,0,0,0.28,0,6.48,1.97,0.28,0,0.85,0,0,1.97,1.13,1.13,0,0,0,0
21Day,1.48,0,0,5.92,0,2.59,0.37,0,0,0,0,0,0,0.37,1.85,0,0.74,4.44,1.85,5.18,0,0,0.74,0,5.18,2.59,0.37,0,0.37,0.74,0.37,0.37,0.74,1.11,0.37,0,0,1.48
3Month,0,0.62,0,5.93,0,0,0.1,0.1,0.62,1.46,0,0,5.62,1.14,0.21,1.98,0.73,1.25,4.16,1.25,0.21,0,0.62,0.42,0.21,0.1,0.42,0.42,0.1,0.1,2.7,0,0.1,0,0.1,0.21,3.95,1.46
22Month,0.14,0.14,0.14,1.78,0,0,0,0,0.27,0.68,0.55,0,13.94,0.14,0.82,3.28,0.14,0,2.87,1.09,0,0.68,0.55,0,0.41,0,0.41,0.82,0,0.14,1.23,0.27,0,0,0,0.27,0,0.27
