stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,5.64,0,0.56,0,0.85,0,0.28,0,0.28,0,0,0,0.28,0,1.69,8.46,1.97,1.97,0,0.28,0,0,13.81,5.92,0,0,1.13,0.28,0,0.56,0.85,0,0.28,0,0,0
21Day,1.48,7.4,0.37,19.61,0.37,2.22,0,2.96,0.37,0.74,0,0.37,0.37,4.81,0.37,1.85,9.99,8.14,7.4,0,0,1.48,0,12.21,5.55,0.37,0.74,2.22,1.48,0,1.48,0.74,0.37,2.22,0,0.37,3.33
3Month,0.1,10.71,0.1,15.6,0,0,0.1,0,1.14,3.33,0,3.33,14.56,0.52,1.46,1.77,2.29,6.55,1.98,1.14,0,1.14,0.21,0.31,0,0.21,0.42,0,0.1,0.21,11.96,0.42,0,0,1.14,3.85,3.54
22Month,0.14,15.99,0.27,5.33,0,0,0,0.14,0.41,4.1,0.82,12.98,4.24,0.96,1.78,0.96,1.64,6.15,2.46,0.27,0.41,0.14,0,0,0,0.55,0.27,0.14,0,0,2.32,1.78,0,0,0.14,0,1.5
