stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,148,0,0,3,0,0,0,0,0,0,0,0,0,1,1,2,8,0,0,0,0,7,41,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,50.73,0,0,1.13,0.56,2.25,0,0,0,0,0,0,0.28,0.56,3.66,3.66,3.95,0,0.28,0,0.56,143.18,14.09,0,0.28,0,3.95,0,0,2.54,0.28,0,0,0,0
21Day,105.82,0,0,4.07,0,4.81,0,0,0,0,0,1.85,0.74,0.37,2.59,6.29,2.59,0,0,0,0.37,27.01,2.59,0,0.37,0,1.11,1.85,0,0.37,0,1.48,0,0,1.48
3Month,0.31,0.21,0,3.85,0.1,0,0.52,1.04,0.1,10.09,1.04,0.31,2.08,0.42,1.56,1.46,1.46,0.21,0,0.1,0.62,1.14,0,0.1,0.1,0,0,0.42,2.18,0.21,0,0,0.31,0.94,0.62
22Month,0.14,1.37,0.55,3.42,0,0,0.96,2.46,2.73,64.5,2.05,1.09,4.24,0.27,0.82,4.65,6.15,0.14,1.64,0.68,0,1.09,0,0.14,0.27,0.27,0.14,0.68,2.73,0.27,0.27,0,0.27,0,0.68
