stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,8,0,71,0,0,0,0,0,0,0,0,1,0,0,0,18,6,1,29,0,0,0,0,3,110,0,0,0,1,0,0,0,0,0,0,4,0,0,0
72hpf,13.81,113.02,0,85.96,10.71,6.48,0,1.41,0,0,1.13,0.56,7.05,0,5.36,1.13,206.59,213.08,11.56,103.44,0,102.31,5.64,12.68,71.59,62.85,7.89,0.56,0,113.58,29.88,0,0,5.36,0.85,0,7.05,0,0,0.28
21Day,14.06,47.36,6.29,476.91,1.11,14.8,0,4.07,0,4.44,0.74,0,43.29,0.74,42.18,35.52,31.08,294.51,8.51,92.13,0,0.37,6.66,7.77,36.26,16.28,0.37,1.11,0,28.49,38.85,0,0,2.22,2.22,5.18,8.51,8.14,0,18.13
3Month,4.26,88.83,51.9,728.74,1.25,0,25.9,2.18,0.42,118.58,62.62,1.46,4440.69,82.28,12.79,829.54,115.77,106.31,119.1,99.02,19.04,15.91,153.84,156.55,13,1.35,15.5,11.44,0,4.99,115.67,0.52,40.67,4.37,0.31,0,1.25,240.49,26.21,76.24
22Month,3.83,46.05,38.81,161.25,0.27,0,19.95,0.96,0.14,85.27,39.36,16.12,6553.98,12.71,7.79,659.61,28.97,14.07,42.22,65.05,0.68,157.83,42.91,11.07,4.24,0.82,7.65,11.48,7.11,0.82,19.54,0,5.88,3.83,4.51,0.14,0.41,37.17,0,22.55
