stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,2.54,0,7.33,0.56,5.92,0,0,0,0,0,0,0,0,0,0.56,6.76,0.85,0.28,0,0,0,0,3.66,0.56,0,0,1.41,0.28,0,0,0.56,0,0,0,0,0
21Day,0,0.74,0,15.17,1.85,24.05,0,4.44,0.37,0.37,0,0,0.37,1.11,0,0,2.59,2.22,1.85,0,0,0.37,0,2.22,0.37,0,0,0.37,1.11,0,0,0.37,0.37,0.37,0,0,0.37
3Month,0,3.64,0.21,29.54,0.42,0,0.73,0.21,5.1,7.39,0.1,4.16,11.23,0.42,5.93,1.35,10.61,5.93,3.33,0.94,0,2.39,0.21,1.04,0.1,1.66,0,0,0.42,0.1,0.73,0.21,0,0.1,3.64,0.42,2.5
22Month,0.14,7.79,0.27,15.85,0.27,0,0.41,0.14,2.87,30.06,2.73,6.29,5.74,0.55,7.24,0.27,2.87,9.29,4.1,0.41,0.27,1.23,0,0.55,0,0.96,0.14,0,0,0,0.14,0.14,0,0,0.68,0,2.46
