stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,73,0,0,0,0,0,0,1,0,0,0,0,0,3,0,12,13,0,0,0,0,1,23,0,0,0,13,0,0,0,0,0,0,0,0,0,0
72hpf,2.54,0.56,0,25.65,1.13,1.41,0,0,0,0,2.25,0,0,0,0,0,0.56,35.51,23.11,12.68,0,0,0,0,5.36,3.95,0.85,0.56,0,32.41,0,0,0,0.85,0,0,6.48,0,0,0
21Day,5.18,0.74,0.37,145.4,0,5.55,0,1.11,0,0,3.33,0,0.37,2.96,1.11,1.11,1.85,49.21,58.46,48.47,0,0,2.96,0,6.66,3.33,0,0.37,0,41.44,4.44,0,0,1.11,0.74,3.33,3.33,0,0,1.48
3Month,0.42,1.04,0.62,74.16,0,0,0.52,0.1,0.31,1.35,29.23,0,13.52,314.96,0.31,3.43,1.35,25.07,197.74,35.99,7.28,0,0.73,0.31,0.83,0.31,0.52,0.73,0,1.87,1.46,1.56,3.22,0.1,0,0,0.94,2.6,2.81,3.95
22Month,0.55,2.46,0.27,41.54,0.14,0,0.55,0.14,0,0.55,23.78,12.71,14.48,84.04,0.14,1.64,0.14,11.89,361.85,59.03,1.37,1.5,1.37,0.14,0.68,0,0.55,1.09,0.41,0.82,0.68,0,1.64,1.09,0.41,0,0.14,0.41,0,0.96
