stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.56,0,0.85,1.69,0,1.41,0,0,0,0,0,0,2.54,0,0.28,3.66,0.28,2.82,0,0,0,0,12.97,8.46,0,0,2.82,0,0,1.41,0,0,0.56,0,0,0.28
21Day,2.22,1.48,0.37,4.44,5.55,0,3.33,0,0,0,0,0.37,1.85,29.6,0.37,0.37,1.85,2.59,4.44,0,0,0.37,0,11.47,3.7,0,0,0.74,3.33,0.37,1.85,0.74,1.48,0.74,0,0,53.65
3Month,0.1,2.6,0.21,10.09,0,1.14,2.5,0,0.62,3.74,0,16.54,22.99,4.06,3.43,0.83,2.5,4.68,3.85,0.83,0.1,0.83,0.42,0.52,0.1,0.62,0.31,0.1,1.25,5.93,0.42,0.31,0,0.21,1.25,2.08,106.41
22Month,0,7.79,0.41,2.73,0,0.41,2.46,0.14,1.09,4.78,0.82,18.99,13.12,5.33,3.14,0.27,0.55,7.65,2.19,0,1.09,0.96,0,0,0,0.55,0,0.27,0.41,2.87,0.55,0.55,0,0,0.41,0,50.56
