stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,10,54,1,0,0,8,0,0,0,0,0,3,0,0,0
72hpf,2.54,0,0,1.41,0.28,0.28,0,0,0,0,0,0,0,0.28,0,0.56,1.41,0,30.44,0,0,0,0.28,3.95,7.61,0,0,0,62.01,0,0,0.28,0.28,0,0.28,0,0,0
21Day,8.14,0,0,1.85,1.11,2.96,0,0.37,0,0,0,0.37,0,0,0.37,0.37,4.07,0,227.91,0.37,0,17.02,0,7.4,3.7,0.37,0,0,89.17,5.18,0,0.37,0.37,1.85,0.37,0,0,0
3Month,0.42,0.31,0.1,2.08,0.1,0,0,0.62,0.31,2.29,0.21,4.78,0.62,0,2.08,0.31,0.83,1.04,62.2,18.93,0,0.42,0.31,0.31,0,0.1,0.21,0,0.52,0.62,13.52,0.1,0,0,0,0.31,1.77,0.94
22Month,0.96,0.41,0.68,1.23,0,0,1.5,0.14,0.14,2.19,6.15,33.21,1.23,0.27,0.82,0.14,0.27,0.82,78.98,3.55,4.65,1.64,0.14,0,0,0,0.41,0.14,0.27,0.14,1.91,0.27,0.27,0,0,0,0.14,0.82
