stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,1.13,0,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0.28,3.95,0.56,1.69,0,0,0,0,0.28,0.85,0,0,1.41,0,0,0,0,0,0,0.28,0,0,0
21Day,0,0.74,0.37,11.47,0,0,0,0,1.11,0,0,0.37,0,1.11,0,1.11,4.44,5.18,9.62,0,0,0.37,0,1.48,1.11,0,0,3.7,0.37,0,0,0,0.37,0.37,0,0,0,0.37
3Month,0.31,6.55,2.08,72.29,0.1,0.42,0.73,22.88,24.44,0.21,0,15.29,16.75,3.64,42.23,4.58,17.06,21.43,13.31,4.47,0,15.29,1.56,0.52,0.1,5.62,0.21,0.52,1.77,0.1,1.77,0.42,0.1,0,0.1,4.89,1.14,2.6
22Month,0,13.39,5.06,51.24,0.27,1.5,1.09,10.25,66.82,2.19,0,37.17,11.21,11.75,43.45,1.91,9.84,46.32,27.06,0.68,1.64,15.03,0.27,1.37,0,4.65,1.23,0.96,0.27,0,3.42,0.96,0.14,0,0.41,2.32,0,3.01
