stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Nephron_cell,Neural_cell,Neurosecretory_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,T_cell
24hpf,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,1.13,0.56,0,0,0,0,0,0,0,0,0,0,1.69,0,0.56,0,0,0,0.28,1.69,0,0.28,0.56,0
21Day,1.11,0,3.7,0.74,0.37,0,0,0,0,0,0.37,0,1.11,1.11,0.37,3.33,0.37,0,1.85,0,0.37,0,0,0.74,1.11
3Month,0.1,0.1,0.94,0,0,0,0.1,0,0.52,0.1,0,0.21,0.21,1.14,0.1,0.73,0,0.31,0,0.1,0,0.1,0,0.21,0.21
22Month,0,0,0.14,0,0,0.14,0,0.14,0.55,0,0,0.14,0,0.27,0,0,0,0,0.14,0.27,0,0,0,0,0
