stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0.56,0,0,0,0,2.25,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0,0,0,1.48,0,0,0,0,0,0,0,0,0,1.11,0,0,0.37,0.37,0.74,0,0,0,0,1.48,0.37,0,0,0,0.37,0.37,4.07,0.37,0,0,0,0.37,0
3Month,0.52,2.18,0.83,17.99,0.31,0.83,0.31,0.1,3.43,6.97,0,32.25,9.99,0.42,10.92,2.5,6.14,6.97,8.53,1.25,0.1,2.39,3.85,2.29,0.42,1.77,1.14,0,0.52,8.22,991.91,0.94,0.31,0.1,4.26,397.76,4.78
22Month,0,0.14,0,0.68,0,0,0,0,0.41,0.68,0.68,8.2,0.14,0.27,0.68,0,0.14,0.55,0.96,0,0.27,0.14,0,0.27,0.14,0.14,0.14,4.65,0.14,0.41,63.13,0.41,0,0,0,0.96,0.41
