stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0.28,1.97,0,0,0,0,0.85,0.85,0,0,0.56,0,0,0,0,0,0,0,0
21Day,0,0,0,5.92,0,0.74,0,0,0.74,0,0,0,0,0,0,0,0.37,0.37,5.18,0,0,0.74,0,0,0,0,0,0,0.37,0,0,0.37,0,0,0,0
3Month,0.1,0.21,2.29,44.52,0,0,0.31,0.1,17.27,0.73,0,4.47,0.42,0.21,4.99,1.25,25.9,2.08,4.68,0.31,0,0.31,5.82,0.31,0.1,0.52,0.31,0.1,0.21,1.04,0,0,0,0.31,0.1,1.87
22Month,0,0.27,0.82,5.6,0.27,0,0.27,0,3.83,0.96,0.27,13.8,1.23,0.41,2.32,0.55,2.6,2.32,4.51,0.27,0.27,0.55,0.55,0.14,0,0.14,0.41,0,0.14,0.82,0.14,0,0.27,0,0,0.27
