stage,Cardiomyocyte,Epithelial_cell,Erythrocyte__Liver_,Hepatocyte,Intestinal_bulb_cell,Keratinocyte,Neural_cell,Primordial_germ_cell
72hpf,0,0,0,0,0,0,0.85,0
21Day,0,0,0,0,0,0.37,0,0
3Month,0,0.1,0.1,0,0.1,0,0.1,0.21
22Month,0.14,0,0,0.41,0,0,0,0
