stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,246,103,0,493,11,21,0,17,0,0,3,1,24,4,0,3,2,57,131,185,1064,0,1,0,5,577,7140,14,0,0,139,0,0,0,1,0,0,18,0,0,0
72hpf,201.24,61.72,0,265.5,51.01,191.09,0,21.42,0,0,3.95,0,0.56,2.54,0,36.08,0.28,88.22,401.07,37.2,577.22,0,20.86,17.19,2.54,4511.82,2528.46,21.42,26.78,0,481.68,12.4,0,0.56,217.59,14.09,9.58,27.06,0,0,0.56
21Day,200.16,22.94,8.88,895,17.02,645.63,0,194.98,0,6.29,22.57,1.85,0,23.68,27.75,368.14,22.2,43.29,506.14,127.28,606.04,0.37,1.11,86.58,0,1327.14,779.19,15.54,19.24,0,265.28,108.04,0,5.18,71.41,19.24,34.78,12.58,2.22,0,150.95
3Month,0.83,13.63,3.43,158.52,0.62,0,4.58,9.47,0.42,37.24,31.93,0.52,0,81.76,208.45,19.97,34.22,7.39,30.06,41.81,39.94,11.03,0.31,38.69,3.33,9.05,4.06,11.13,4.89,0,1.66,4.47,0.52,40.15,1.46,0.1,0,0.21,11.86,6.76,100.27
22Month,0.68,26.37,6.15,81.31,0.82,0,3.55,9.16,0.14,22.82,69.14,17.76,0,251.71,62.45,27.33,50.42,3.42,10.8,53.57,37.85,3.28,4.24,29.24,0.14,4.92,1.78,10.66,6.15,2.19,1.09,1.37,0.14,11.34,3.69,1.23,0,0.27,2.05,0,53.02
