stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.28,0.56,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0.28,1.69,0.28,1.13,0,0.28,0.28,2.82,3.1,0,0,4.51,0,0.28,0.56,0.56,0.28,0,0,0
21Day,1.85,0,0,1.85,0.37,0,0,0,0,0,0,0,0,0,0,0.74,0,6.66,0,0.37,0,1.11,0.74,0,0,1.48,0.37,0,0.37,0,0,0,0,0
3Month,0,0.21,0.1,1.56,0,0.1,0.1,0.52,0,0,3.43,0.62,0.21,0.73,0.21,1.14,0.73,0.83,0.21,0.1,0.1,0.21,0.1,0.42,0.21,0.1,0,1.56,0.1,0,0,0.52,18.2,0.42
22Month,0,0,0,0.27,0,0,0,0.14,0.14,0,3.14,0,0,0.27,0.14,0,0,0.55,0,0,0,0,0,0.14,0,0,0,0.14,0,0,0,0,0,0
