stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0.56,0,0,0,0,0,0,0,0,0.56,0.28,0.56,0,0,0,0,37.77,1.41,0.28,0.85,1.13,0,0,0.28,0,0.28,0,0,0,0
21Day,0.37,0.37,0,1.11,1.11,0.37,0,0,0,0,0,0.37,0,0,0,1.48,0,0,0.37,0,27.01,0.37,0.37,0,0.37,1.85,0,0.74,0.37,0.37,0.37,0,0,0
3Month,0,0,0,0.62,0,0.1,0.31,0.21,0.94,0.31,0.1,0.52,0.1,0.21,0.1,0.42,0.1,0,0.21,0.1,3.74,0,7.91,0.1,0,0.1,0.21,0.1,0,0,0,0,0.1,0.1
22Month,0,0.27,0.14,0.27,0,0.14,0,0.82,3.69,0.27,0,1.23,0,0.14,0.41,0.14,0,0.27,0,0,3.55,0,2.32,0.14,0,0.14,3.14,0.55,0,0,0,0.14,0,0.41
