stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,23,0,0,0,0,0,0,0,0,2,0,0,0
72hpf,1.69,0,0,0.56,0.28,1.69,0,0,0,0,0,0,0,0,0.85,1.13,0.28,1.69,0,0,0,0.28,145.15,7.33,0.28,0,5.36,0,0,3.38,3.38,1.97,3.66,0,0,0
21Day,1.48,0,0.37,4.81,0.74,2.96,0,0,0,0,0.37,0,0.74,0.37,0,1.85,6.29,1.85,0,0,1.85,0,99.9,4.44,0.74,0,2.96,3.33,0.74,0.74,3.33,6.66,4.44,0,0,0.37
3Month,0.1,0.1,0.1,2.91,0.21,0,0.1,0.1,0.31,0,2.29,1.14,0,0.94,1.25,0.94,0.42,0.83,0.1,0,0.1,0.1,0.52,0,0.42,0.31,0.1,0.21,1.66,0.83,0.1,0,0.21,0.21,0.94,0.62
22Month,0.41,0.68,0.27,2.32,0.14,0,0.41,0.14,1.64,2.32,14.21,0.82,0.14,2.32,1.78,0.14,2.05,0.96,0.27,0.14,0.14,0,1.23,0.14,1.09,3.42,0.14,0,1.91,5.06,7.11,0,0.14,0.14,0,0.96
